"","id","type","hcldividi","hclturkre","hcleducat","hclpoliti","hclfiscal","hclsocial","hclgod","hclincome","hclage","hclgender","O","C","E","A","N","hcltrust","hclthough","hcltstpep","riskecon_1","ambigecon_1","mazeecon","trolley1","trolley2","k","prosociality","intellectualism","selfdetermination","selfcontrol"
"647","A1XIKAGWAX0B10",0,1,7,5,3,3,3,5,1,22,1,-0.702582913711496,0.715206993817653,-1.18912850881068,-0.913470002147316,0.760127542975206,4,2,4,0,0,1,-0.29145894270569,-0.782529161483187,0.0705,-2.15210907731191,0.687848214096629,-0.0499592035477519,-1.84222474293132
"648","A3DNZIZRJ847AR",1,2,7,2,6,1,1,7,4,61,1,0.337393742494443,1.27127585857614,0.233147163366815,1.84966313867641,-1.6394443476215,6,3,4,5,8,1,1.63270955260512,-0.629640979965272,0.0705,-7.5685579769207,2.02511721281623,-1.11882022935179,-1.337390982528
"649","A1KUQB5GKI0P77",1,3,1,5,4,3,2,5,8,59,1,-0.702582913711496,-0.952999600457794,0.707239054092645,0.191783254182173,-0.199701213263476,5,3,4,5,5,1,-1.43833827365378,-0.423361074880042,0.0705,4.01150821532023,1.4736364426121,2.88199826496156,0.348388359284412
"650","A2WYZZOKMGCZ96",2,1,6,5,3,5,3,5,10,52,0,-1.22257124181447,0.159138129059171,0.233147163366815,0.744409882346917,-1.6394443476215,6,1,4,4,1,1,1.0853520559397,1.21959117661777,0.00425,-0.878754203477718,0.38501497309336,-2.37881397013068,-1.31863031594501
"651","A2SJHIW7UA33MS",0,1,2,5,2,5,4,7,6,41,1,-1.22257124181447,-0.396930735699312,-0.240944727359016,-1.46609663031206,0.760127542975206,5,3,4,2,2,1,1.63270955260512,0.294975098326247,0.011,2.71209187736267,0.887383212728613,-2.78448145752082,0.353490661721914
"652","A2KM76DTOSO3SI",1,3,1,4,2,5,5,7,10,46,1,-0.182594585608526,-0.396930735699312,0.233147163366815,0.191783254182173,-0.199701213263476,6,3,4,5,4,1,1.63270955260512,1.21959117661777,0.011,-0.317224687855021,0.409557161592629,-0.00631977199966571,2.06954905834891
"654","A3F55JJCVTTCCW",1,3,2,5,2,4,3,7,10,64,0,-0.182594585608526,0.159138129059171,0.233147163366815,0.744409882346917,-1.6394443476215,6,2,4,4,4,2,0.0971856394756699,0.860423090014623,0.011,-3.79418107348436,1.76258037587627,-1.32836732603119,1.52838387633329
"655","A3HIOLH6I5HKQS",0,3,4,4,1,6,5,4,3,59,1,1.37737039870038,1.27127585857614,0.707239054092645,1.84966313867641,-0.199701213263476,6,2,4,1,1,1,1.63270955260512,1.21959117661777,0.0285,-0.759316169594666,-2.16004877146584,1.59680240119014,-0.597850805097727
"656","ABED2Q9MQNN2D",0,2,1,5,5,3,2,1,9,32,1,-2.78253622612338,0.715206993817653,-1.66322039953651,0.744409882346917,-0.199701213263476,5,2,1,4,1,1,-1.06782177122228,1.21959117661777,0.00175,1.93817219333004,-0.633361929775925,-1.8229240744053,-3.90406694888416
"658","A2S3MXU8T2I5H0",1,1,1,2,5,2,1,1,5,28,0,-0.702582913711496,-1.50906846521628,-1.18912850881068,0.191783254182173,-0.679615591382816,6,3,3,5,3,2,-0.502336194806999,0.294975098326247,0.00022,0.726048925723254,-3.37708338940412,-0.906304014052687,-1.35032575034002
"660","AKKZMZW7D5BR2",2,2,4,2,4,3,3,1,5,28,1,1.37737039870038,0.159138129059171,-1.66322039953651,1.29703651051166,0.280213164855865,5,3,4,5,5,1,1.63270955260512,-0.629640979965272,7e-04,0.276528392186597,-3.00109473654779,3.10329155523997,1.28988146315438
"661","AJD5HSZS50NBC",1,2,4,4,4,4,4,6,7,52,1,-0.702582913711496,0.715206993817653,0.707239054092645,1.29703651051166,0.760127542975206,5,2,3,5,4,1,1.63270955260512,1.21959117661777,0.011,2.58524874076192,1.60025427433675,0.170460614769713,0.0382441817920346
"662","A2UCUQITFBOWPO",1,4,1,5,6,2,2,2,7,29,1,0.337393742494443,0.159138129059171,-0.240944727359016,-0.360843373982571,0.280213164855865,5,1,5,2,2,2,-2.97386218678324,0.142086916808333,0.00425,-1.42252638494919,-2.83549768757942,4.22980406016706,1.1168428228496
"665","A27F37O5Y70Z76",1,2,2,5,5,4,2,1,5,24,0,-0.702582913711496,-0.952999600457794,0.707239054092645,-0.360843373982571,0.280213164855865,4,4,3,1,1,1,-2.97386218678324,-0.782529161483187,0.175,3.99455351341936,1.66257247719621,-1.83415749664677,-0.0727295194871353
"671","A2CFKRHOUM182K",1,3,3,4,3,4,4,7,4,23,1,1.37737039870038,-1.50906846521628,-0.240944727359016,-0.360843373982571,0.280213164855865,4,2,4,2,1,1,1.63270955260512,1.21959117661777,0.00175,2.41711249634856,0.425506018087712,1.18757977515995,3.30951433985946
"672","A2NTGMT5Y1B16K",1,3,6,4,2,6,4,7,5,43,0,-1.22257124181447,0.715206993817653,-1.18912850881068,-0.913470002147316,0.760127542975206,4,3,4,2,1,1,-0.502336194806999,1.21959117661777,0.011,0.33103953923858,1.74946663133223,-1.84466014943518,-3.00522199525895
"676","A25Q38HGRI57XW",0,3,5,6,6,4,1,6,7,31,1,-0.182594585608526,1.27127585857614,-0.715036618084846,-0.360843373982571,-1.6394443476215,7,1,5,5,5,1,1.63270955260512,1.21959117661777,0.011,-4.88000268094901,0.113980115155833,-1.2545684559492,-0.727887252840629
"677","A389GJDJ0ARZTO",1,1,7,4,4,3,4,6,10,43,0,-0.702582913711496,-0.396930735699312,0.233147163366815,0.191783254182173,-0.199701213263476,5,3,3,8,6,1,0.0971856394756699,-1.91342514485994,0.0285,1.53779982391043,1.73972268424532,-0.268959718650468,1.36370113496716
"679","AVGUCD5WNBS6P",1,3,3,3,4,3,2,1,6,64,1,-1.22257124181447,-0.396930735699312,1.65542283554431,0.191783254182173,-0.199701213263476,6,2,4,5,5,1,1.63270955260512,-0.629640979965272,0.011,-0.957292546578837,-0.683082423929174,0.685509106596295,0.289919809736523
"682","ARUYZ0NPYLEUY",0,4,1,4,5,4,4,4,1,22,0,-0.182594585608526,0.715206993817653,-0.240944727359016,-1.46609663031206,-0.679615591382816,3,1,4,0,0,1,-0.520464274556858,-0.629640979965272,0.2125,3.44571511640579,1.3814248084956,-0.639483185924647,-0.0502010547810761
"687","AC44SQOR2QF0V",1,3,5,6,3,5,5,7,4,42,0,1.37737039870038,-0.396930735699312,-0.240944727359016,1.29703651051166,-0.199701213263476,7,2,4,5,1,1,0.574250718773991,-0.629640979965272,0.0285,-1.24995717373894,0.620690078166546,0.0490194131483751,1.40980381103721
"688","A3E1D68118N662",0,1,7,5,6,1,1,4,7,27,0,1.37737039870038,1.27127585857614,1.18133094481848,1.84966313867641,-1.6394443476215,7,3,5,5,5,2,1.63270955260512,1.21959117661777,0.0705,-7.44881845691497,-1.15925098378039,-1.04765363543847,0.273705256505753
"693","A29PB2C8XD8TVG",1,3,4,6,2,5,5,6,7,54,0,-0.702582913711496,-1.50906846521628,0.233147163366815,0.744409882346917,0.760127542975206,6,3,3,4,4,1,-0.979401274105321,-0.0641929882768975,0.00425,2.91762221068086,2.06083940502772,-0.257117334087985,-0.0518989765002632
"698","A1W7MYSZ9TTHTR",1,2,6,6,5,2,2,1,6,35,0,-0.182594585608526,-0.396930735699312,-0.240944727359016,-0.913470002147316,-1.15952996950216,6,2,4,4,2,1,-3.98015668299713,-1.14169724808633,0.2125,0.0615541540255385,-2.30785491186464,2.3547866493776,1.20252761859503
"699","A1Y10YJ5ZSMALG",1,2,2,4,2,5,5,4,8,50,0,1.37737039870038,1.27127585857614,2.12951472627014,1.84966313867641,-1.6394443476215,6,2,4,2,2,1,0.115313719225528,-0.0641929882768975,0.0285,-2.54222382068172,0.683957502385915,0.136401777740217,2.09496139112033
"700","A1KOHXO0BIQB8T",0,3,4,2,3,4,5,6,5,61,0,-1.22257124181447,1.27127585857614,-1.18912850881068,0.191783254182173,-0.199701213263476,5,2,4,1,1,1,0.556122639024133,0.294975098326247,0.00022,-1.13810203648871,2.95195136940108,0.893467747042345,-1.78066297322254
"702","A1QPGPDDACK4T0",1,1,4,4,4,4,4,6,4,32,1,0.337393742494443,1.27127585857614,0.233147163366815,0.744409882346917,-1.6394443476215,6,1,5,3,3,2,1.63270955260512,1.21959117661777,0.0285,-7.66133686067959,-0.151697162095176,-1.52487119108621,-0.244852540935398
"703","A2RR3B1I2Z7NS7",1,3,4,2,3,4,4,7,7,42,1,1.37737039870038,1.27127585857614,0.233147163366815,0.744409882346917,0.760127542975206,5,1,5,1,1,1,1.63270955260512,-0.629640979965272,0.0705,-1.88196776033325,-0.356454902202244,-0.677444535440625,0.243647035370212
"707","A1EIBJSACH8DKX",1,3,6,6,2,6,5,7,7,52,0,-0.702582913711496,0.159138129059171,0.707239054092645,1.84966313867641,-0.679615591382816,6,1,2,2,1,1,0.0971856394756699,-1.91342514485994,0.011,-5.33918922964152,2.22323050399943,0.505555471381214,-0.69893104997609
"709","A3N4KC3661ZIH6",2,3,5,4,3,5,2,3,3,22,0,-0.182594585608526,-0.396930735699312,0.707239054092645,-0.913470002147316,-0.199701213263476,5,2,3,5,5,1,-2.97386218678324,-2.63176131806623,0.011,0.318717971012893,0.525895552512454,-0.109984726756999,0.10697587698292
"711","A1OKCXYMNMCRMO",0,1,1,5,6,2,2,6,7,53,0,1.37737039870038,1.27127585857614,2.12951472627014,0.744409882346917,-1.6394443476215,7,1,5,1,1,1,1.0853520559397,-0.629640979965272,0.0705,-1.16643505666457,1.32035687487123,0.86567778134573,3.45744128740587
"712","A2175MT0FHLAKO",0,3,1,4,6,2,1,6,4,40,1,1.37737039870038,-0.396930735699312,0.707239054092645,0.191783254182173,0.760127542975206,5,2,3,1,0,2,-1.06782177122228,1.21959117661777,0.00175,-1.07296719267203,-0.389003836579246,-1.93495999241898,1.48034307360271
"713","A28T8M1DBYTUQA",1,3,6,5,6,3,1,1,4,26,1,0.337393742494443,0.715206993817653,0.233147163366815,1.29703651051166,-1.15952996950216,6,1,3,1,1,1,0.556122639024133,-0.629640979965272,0.00175,-3.41630766791714,-3.0556621526812,0.787328493730134,-0.908002026622948
"715","A20SXG1DHDIDI7",0,2,3,2,4,3,2,1,7,41,1,-1.22257124181447,-0.396930735699312,-0.715036618084846,-2.0187232584768,-0.679615591382816,3,2,3,1,1,1,-2.97386218678324,0.142086916808333,0.00175,5.27120637164571,-2.39278373406177,-2.31904673589608,-5.13237371304314
"716","A2NZYQORZFRM4R",1,3,1,4,4,4,4,7,3,26,0,-0.702582913711496,1.27127585857614,-1.18912850881068,-0.913470002147316,-1.6394443476215,6,1,4,0,0,1,0.0971856394756699,-0.988809066568417,0.011,-3.29068415263473,0.826912994792525,-0.357353760800884,-0.729650562206046
"717","A3AYPGNCIQ0B2R",0,3,1,4,5,2,1,1,1,23,1,-0.182594585608526,1.27127585857614,-0.715036618084846,-0.360843373982571,2.19987067733323,4,2,3,1,0,1,-0.520464274556858,0.294975098326247,0.011,2.29686967124222,-3.23720907182461,1.82871644785016,0.873648129566439
"721","AXQAMAX5I3RMS",0,3,1,5,5,1,1,1,3,32,0,-0.182594585608526,0.159138129059171,0.233147163366815,-1.46609663031206,1.24004192109455,5,3,2,1,1,2,-2.42650469011781,-0.782529161483187,0.2125,3.89004612686819,-1.62711595184884,1.82703046409301,0.779947521075012
"722","AZKC2HLJOVL04",0,3,2,4,4,4,4,1,9,28,1,-1.74255956991744,1.27127585857614,0.233147163366815,0.744409882346917,-0.679615591382816,6,2,4,2,1,2,-0.520464274556858,1.21959117661777,0.00175,-2.66277123198818,-3.07109844360703,0.339121850508798,-1.87867196133184
"723","A2OE676XHEWL03",1,3,2,4,4,3,3,7,6,26,1,1.37737039870038,1.27127585857614,0.233147163366815,1.29703651051166,0.760127542975206,1,1,4,10,1,1,1.63270955260512,1.21959117661777,0.0705,-2.23197468134315,0.0496412180423017,-1.68104559932106,4.18921245295069
"724","AFPV9QW3SKXUO",0,3,3,5,4,3,3,2,9,45,0,-0.182594585608526,-0.952999600457794,-0.240944727359016,-0.360843373982571,0.760127542975206,3,4,4,1,1,1,-0.961273194355462,-0.0641929882768975,0.0285,1.34084442995296,-1.03003804512998,0.30133862826576,0.310079409960329
"725","ACR7L73ARYB83",0,3,1,4,4,4,1,1,4,34,1,-1.22257124181447,-0.396930735699312,-1.66322039953651,-0.360843373982571,-0.199701213263476,4,2,4,1,1,1,0.556122639024133,1.21959117661777,0.0285,4.14899853268481,-0.51916382653087,0.862402837277959,-1.97809160231934
"726","A2JLZMV8GFVD23",2,2,3,4,3,3,3,5,4,26,1,-0.702582913711496,-1.50906846521628,0.707239054092645,-0.913470002147316,0.760127542975206,4,1,5,5,3,1,1.63270955260512,-0.629640979965272,0.00073,-2.5594472907328,0.761814789575371,0.554973379520932,0.386385472890994
"727","A3E09KNZJLOKP",1,3,4,6,4,4,4,7,6,37,1,-0.182594585608526,1.27127585857614,-0.715036618084846,-2.0187232584768,-1.15952996950216,6,1,5,1,1,1,0.574250718773991,-0.629640979965272,0.0285,-8.40883288743442,0.358285825667785,-1.48308448297841,-0.0772943761790858
"728","AWXFSTDGPR2B1",2,3,2,4,4,3,3,2,6,31,1,-0.702582913711496,0.159138129059171,1.65542283554431,0.191783254182173,-0.679615591382816,4,2,5,1,1,2,1.63270955260512,0.294975098326247,0.011,2.93602676498578,-1.34352275579318,2.63357409737554,1.62987306086042
"730","A2H3HEWRJLIS78",1,3,2,5,4,4,2,1,7,37,0,-0.702582913711496,1.27127585857614,0.707239054092645,0.744409882346917,-0.199701213263476,6,2,4,3,2,2,-1.59705118813785,0.294975098326247,0.011,-3.43447943134509,-3.42993550454652,0.248687663162138,-1.19180397702753
"731","A2Y2OK6OZ0L2ZU",0,2,1,5,5,5,5,7,7,38,1,0.337393742494443,0.159138129059171,0.233147163366815,0.744409882346917,-0.679615591382816,6,4,4,3,1,1,-0.343623280322935,-0.423361074880042,0.175,-4.16106435355836,1.01968317292027,-0.681024282202735,0.23254203085444
"732","AZLU5JWFIZVMD",1,3,6,4,2,6,6,7,8,29,0,-0.182594585608526,-0.396930735699312,-0.240944727359016,0.191783254182173,-0.199701213263476,5,3,4,1,1,1,-0.502336194806999,1.21959117661777,0.00175,1.9005042783307,4.74678151889055,3.48850157679245,1.02991252460471
"733","A014570429HSF84C0QZCF",0,3,1,6,2,6,4,7,10,32,1,1.37737039870038,-0.952999600457794,-0.715036618084846,-2.57134988664155,2.19987067733323,2,4,4,2,2,1,-2.05598818768631,-0.0641929882768975,0.006375,6.61246755221594,-1.05737126027876,-1.81230961793967,-0.571098152017034
"734","A9SHBAJWEX3SW",0,3,2,5,5,3,1,2,5,23,1,-0.182594585608526,-0.396930735699312,-0.715036618084846,1.29703651051166,-0.679615591382816,7,1,3,3,4,2,0.556122639024133,0.294975098326247,0.00175,-1.02026841880864,-0.715657930281037,-0.755507058839305,-2.37773702127288
"737","A3RXKVAX8YR0PG",1,3,5,4,5,3,3,3,4,19,0,0.337393742494443,0.159138129059171,0.233147163366815,0.191783254182173,-0.199701213263476,5,4,3,4,5,1,-0.450171857189755,0.860423090014623,0.011,-2.1156325120005,0.517399082959873,0.0800888721483603,0.571315576288612
"738","A36ZLJPURT0ILP",2,1,7,4,5,2,2,7,6,42,0,1.37737039870038,-1.50906846521628,0.707239054092645,0.191783254182173,-0.199701213263476,4,2,4,1,1,2,1.63270955260512,1.21959117661777,0.0285,-0.524899801293292,-0.911581619408277,0.467142989576811,-0.4271889414424
"740","A1KQJ27JOK4ZO7",0,3,2,4,5,2,2,1,4,30,0,-1.22257124181447,-0.952999600457794,-0.240944727359016,-0.360843373982571,1.24004192109455,5,2,4,2,1,2,-1.59705118813785,1.21959117661777,0.011,4.48629229895,-2.44682050779047,1.75393930311046,-0.255737895928403
"742","A2C7UETA9SL9SK",0,2,7,5,4,2,1,1,8,26,1,1.37737039870038,1.27127585857614,0.233147163366815,0.191783254182173,-1.6394443476215,5,1,3,3,2,2,-0.99752935385518,-0.0641929882768975,0.00175,-3.59277102523422,-3.90776780149738,-1.04500341334432,-0.407590899265244
"745","A172JXLRZGH9SP",2,1,1,4,6,2,2,3,6,30,0,0.857382070597413,1.27127585857614,1.65542283554431,0.191783254182173,-0.679615591382816,5,4,4,10,10,1,1.10348013568956,-0.629640979965272,0.011,-4.10794965320014,-0.642775376073388,1.15246835846993,1.51635581844026
"746","A3HHELRGSYTBYX",1,4,3,2,5,4,5,7,3,49,1,-0.182594585608526,0.715206993817653,2.12951472627014,0.191783254182173,-0.679615591382816,6,2,5,2,3,1,0.556122639024133,0.294975098326247,0.2125,-0.362231656319358,0.649982425811718,1.29030568700084,-1.16811171293142
"747","A2PTZ1255EJ0LV",2,3,6,1,4,1,1,3,3,22,1,-0.702582913711496,-2.06513732997476,1.18133094481848,0.744409882346917,0.760127542975206,5,4,4,5,5,1,-0.961273194355462,-2.83804122315146,0.0705,6.94148773057377,-0.580056220833051,4.89342312770588,1.53741249833704
"750","ANJYTNAHVAS1P",0,3,1,2,2,6,3,7,6,59,0,-0.702582913711496,0.159138129059171,0.233147163366815,-1.46609663031206,1.71995629921389,3,2,5,5,1,1,0.556122639024133,1.21959117661777,0.011,3.51221694818641,2.74257898365957,1.54140723055691,3.62032901906786
"751","AYUBSG6FZ9DVU",1,3,6,3,3,5,2,7,7,53,0,0.857382070597413,1.27127585857614,0.233147163366815,0.744409882346917,-1.6394443476215,5,4,3,0,0,1,0.644543136141094,0.860423090014623,0.00175,-0.707391649510515,1.86514844161876,-0.925979013971301,-2.33556665787278
"752","A2JZQHB8N6LS7T",1,4,1,2,6,2,1,7,5,24,1,1.37737039870038,-0.952999600457794,-1.18912850881068,1.29703651051166,-0.199701213263476,5,5,5,5,6,2,-1.06782177122228,1.21959117661777,0.175,-4.49800520178056,1.62798765038837,-1.36100637070129,0.770641017466447
"756","A27GWQRYBOKOLQ",1,3,6,5,4,1,1,1,4,26,0,0.337393742494443,0.715206993817653,-0.240944727359016,-0.360843373982571,-1.15952996950216,3,2,4,3,1,1,-2.05598818768631,-0.988809066568417,0.00175,1.47724270647721,-1.55966086530812,-0.635060304798388,-3.41063007948787
"759","ARASKKI5ZSVHR",0,3,1,4,4,3,1,1,2,27,0,-0.182594585608526,-0.396930735699312,-1.66322039953651,-0.913470002147316,0.760127542975206,3,2,4,1,1,1,-0.979401274105321,-0.0641929882768975,7e-04,5.85731234392375,-3.23619713332358,-2.40947041477003,0.0872097882634633
"760","AM2WGEJDWJY1I",1,3,4,5,4,3,4,1,3,51,0,-1.22257124181447,-0.396930735699312,0.707239054092645,0.191783254182173,-0.679615591382816,5,4,4,1,1,1,0.0971856394756699,-0.0641929882768975,0.0285,2.8836732232383,-1.55067005752988,-1.69481938063429,-0.222311164773972
"761","A3UUHQN6F4QCWK",1,1,2,6,2,5,4,7,2,40,1,-0.702582913711496,0.159138129059171,-0.715036618084846,-0.913470002147316,0.760127542975206,4,2,4,2,1,1,0.574250718773991,-1.55425705825679,0.00425,1.60210882253166,3.69199188878552,1.54116885384595,-0.152713877553714
"762","A1YL7LABRI2PWO",1,1,1,2,3,5,1,2,2,19,0,-0.182594585608526,-0.396930735699312,-0.240944727359016,-2.57134988664155,0.760127542975206,4,3,5,5,2,2,1.0853520559397,1.21959117661777,0.0285,5.17812920055776,-4.10045426620358,-0.741239993698031,1.33094226037687
"763","A2KBZ75HMJ7KVX",0,2,4,3,5,1,1,1,1,39,0,1.37737039870038,0.715206993817653,2.12951472627014,-0.913470002147316,0.280213164855865,2,5,4,2,1,2,0.537994559274274,1.21959117661777,7e-04,-3.90631525144526,-4.58135053381365,-0.446611017287227,1.4815282380515
"765","A3589IWAEH9BZR",1,3,1,4,4,4,3,7,4,64,1,0.857382070597413,-1.50906846521628,-0.240944727359016,-0.360843373982571,0.760127542975206,5,1,3,2,2,1,0.644543136141094,0.860423090014623,0.011,5.81383615949649,0.0123119926355132,0.901723163492002,0.44457332076007
"766","A20XF3FCOGNK5M",1,1,4,2,2,5,4,1,6,24,1,-0.702582913711496,1.27127585857614,1.65542283554431,1.29703651051166,-0.199701213263476,5,1,2,5,3,2,-1.04969369147242,1.21959117661777,0.0705,-3.04601232263113,-3.82543704913751,0.371535867703795,1.61437335255293
"767","A2AH3D2F6UX7CY",1,3,7,2,4,3,3,4,1,18,0,-1.22257124181447,-1.50906846521628,0.233147163366815,-1.46609663031206,0.280213164855865,4,2,3,5,2,1,-2.42650469011781,-1.70714523977471,0.00073,4.15912483394554,0.51176159100266,-1.12372669470382,1.95816258101821
"772","A3PI57JJ35WVDG",1,3,6,6,5,4,2,2,8,32,0,-0.702582913711496,-1.50906846521628,0.707239054092645,0.744409882346917,0.280213164855865,5,3,4,4,3,1,-2.05598818768631,-0.0641929882768975,7e-04,-0.120873684548597,-1.20250117575694,0.685518220399168,-2.52242925231571
"773","A3KPKN8TY7L3BD",1,3,1,5,5,2,2,1,7,36,1,-0.182594585608526,1.27127585857614,1.18133094481848,-0.913470002147316,0.760127542975206,5,4,4,1,1,1,0.644543136141094,0.860423090014623,0.00175,-2.10373663981988,-2.08168754071816,0.343297019896127,-0.617495897535746
"774","A1Z6LFSBJFOX4J",1,3,3,4,1,6,6,7,1,20,1,-0.182594585608526,-0.952999600457794,-1.66322039953651,-1.46609663031206,0.280213164855865,5,3,4,1,1,1,0.0268932221085667,1.21959117661777,0.011,3.11682447880765,2.80920123415603,-1.59407716026277,1.16621604583853
"778","AI9QOT5C5DN1P",1,2,7,4,3,4,4,7,8,33,0,-1.22257124181447,1.27127585857614,1.18133094481848,1.84966313867641,-1.15952996950216,7,2,4,1,1,2,-2.05598818768631,-0.0641929882768975,0.04075,-3.23157738443689,1.11486824869855,-0.264250752435689,0.114941169725983
"780","AL06SAIN5AOW1",2,2,4,2,2,6,6,7,9,19,0,-0.702582913711496,0.715206993817653,0.707239054092645,1.29703651051166,0.280213164855865,6,3,4,2,1,1,0.644543136141094,-1.91342514485994,0.011,-2.6871798713756,3.69745228271586,-1.45090954096187,-2.69582374030398
"781","AOCBOJPUO99QG",0,1,6,4,1,2,2,7,7,57,0,-0.702582913711496,1.27127585857614,1.65542283554431,1.84966313867641,-1.6394443476215,6,1,5,3,3,1,1.17377255305666,-0.0641929882768975,0.0705,-4.99598362919166,-0.335542008616497,0.167626973441027,-0.584100043708016
"782","A3J9ORWWVZCEOI",0,1,7,5,3,4,4,6,7,30,1,-0.702582913711496,-0.396930735699312,0.707239054092645,0.744409882346917,-0.199701213263476,5,3,3,1,1,1,0.115313719225528,-0.0641929882768975,0.011,0.127453041685421,1.43409484099726,-0.908591160794457,1.73603411905443
"784","A1B8GD4CNGGD9K",0,3,3,4,1,6,6,7,6,39,1,-0.182594585608526,0.715206993817653,2.12951472627014,-0.913470002147316,-0.199701213263476,5,3,5,1,1,1,-1.06782177122228,1.21959117661777,0.0285,-1.94448661821785,2.91277429353039,-0.640396091134802,0.907964960913196
"785","AKKCFV0GQBWHW",0,3,2,6,3,3,3,4,10,32,0,-0.702582913711496,-0.396930735699312,1.65542283554431,0.744409882346917,-1.6394443476215,5,4,4,1,1,1,-0.432043777439896,0.860423090014623,0.00175,-2.54339682526208,-1.17992159636295,1.01379279866992,0.276943114044673
"787","A8FUMDQFBKMXR",2,3,2,2,3,5,4,1,1,28,0,-0.702582913711496,-0.952999600457794,-1.66322039953651,-0.913470002147316,0.760127542975206,7,3,5,1,1,1,-0.802560279871398,0.142086916808333,0.011,8.12950408016288,-0.703776390346438,1.04294364683292,-2.28753458556192
"789","AVI7K876BV3QL",0,3,2,2,3,3,3,6,4,57,1,-1.22257124181447,-0.396930735699312,-1.66322039953651,0.744409882346917,0.760127542975206,5,4,5,2,1,2,-0.361751360072793,-0.423361074880042,0.0705,-2.03547054265863,0.384953190153548,-0.186256315306911,0.19268860314212
"790","A1U3FSVWJTY2JV",1,3,1,5,3,3,3,7,7,77,0,-0.182594585608526,1.27127585857614,0.233147163366815,-0.360843373982571,-1.6394443476215,6,1,5,5,3,1,0.0268932221085667,1.21959117661777,0.011,-3.7271835609975,0.414577582599042,-1.69414731834587,-0.00280129408690692
"793","AW9SEV5RAALU5",0,1,1,2,3,4,4,7,5,40,1,-0.182594585608526,-0.396930735699312,-0.715036618084846,-0.913470002147316,-0.199701213263476,7,2,5,5,5,1,1.63270955260512,-0.629640979965272,0.011,-3.34098338111989,1.28510430989967,-1.17985026991647,0.325520586463407
"801","A369K0V7XOX6UB",1,1,2,2,5,2,2,3,2,47,0,-0.182594585608526,-0.396930735699312,0.233147163366815,1.29703651051166,0.280213164855865,3,2,4,9,9,1,1.63270955260512,1.21959117661777,0.0285,-1.98938822904516,0.578319579622245,0.46333527670228,2.55690878590383
"803","A24EAYGSHOXEGP",1,3,4,5,6,2,2,7,2,60,1,-1.22257124181447,0.159138129059171,0.233147163366815,0.191783254182173,-0.679615591382816,5,1,4,5,5,1,1.63270955260512,1.21959117661777,0.00425,-3.94257113574507,1.79201808173209,-0.871246202706436,0.326842992439946
"805","A3BOQDD3ZBROTE",0,4,3,4,3,4,1,5,8,20,1,1.37737039870038,0.159138129059171,2.12951472627014,0.191783254182173,-0.199701213263476,5,5,4,4,2,1,0.556122639024133,0.294975098326247,0.0285,0.711639388955546,-0.0496409082061962,1.16455068087618,5.27706479041008
"807","A21KBOIUQBPQDT",0,3,1,5,2,3,5,7,6,28,1,1.37737039870038,-0.396930735699312,-1.18912850881068,0.191783254182173,0.280213164855865,6,1,4,1,1,1,0.556122639024133,-0.629640979965272,0.0705,-2.22621413829672,-0.341178411055806,-0.0990994642947627,0.960964870500497
"812","AB2GB81Y3C8MO",0,3,2,2,5,3,1,4,1,19,0,1.37737039870038,0.715206993817653,-0.240944727359016,-0.913470002147316,0.280213164855865,6,4,4,2,1,1,0.574250718773991,0.294975098326247,0.011,-3.35897716403767,-0.669147512734769,-2.03230369821604,1.47601070928642
"818","A3U3JYF64SJ4EJ",2,4,1,5,5,2,1,2,1,58,1,1.37737039870038,0.715206993817653,-0.240944727359016,0.191783254182173,0.280213164855865,5,2,4,1,1,1,0.0268932221085667,-0.629640979965272,0.00175,-2.21195747082127,0.140861337840493,0.513562270743351,-0.501204920065285
"821","A30FAKQLD4OLRK",0,3,3,5,5,3,2,1,3,23,1,-0.182594585608526,-0.952999600457794,-0.240944727359016,-0.360843373982571,0.280213164855865,4,3,4,1,1,1,0.0971856394756699,-0.0641929882768975,0.175,3.01039640764664,0.771704896451809,0.130955809393338,-0.139987481881285
"822","A3NOYN845TEJIH",1,2,3,5,5,3,1,6,7,41,0,-1.74255956991744,0.159138129059171,-0.240944727359016,0.744409882346917,-0.679615591382816,4,1,5,2,2,1,-0.00936293739115046,1.21959117661777,0.0285,5.23275434083401,0.188153351668724,0.267656072371269,-0.829986431380551
"823","A5I8OWSLWM1MF",2,2,3,5,4,6,1,4,3,24,0,-1.22257124181447,1.27127585857614,0.233147163366815,0.744409882346917,-1.6394443476215,6,1,4,2,1,2,1.63270955260512,-0.629640979965272,0.011,-5.03301874699082,-1.77544756129835,-1.98673718196207,-1.53526385112661
"825","A2XUADP5L61HQ5",0,3,7,2,6,2,1,7,5,23,0,-0.182594585608526,1.27127585857614,1.18133094481848,1.84966313867641,-1.6394443476215,7,1,5,1,1,1,-1.43833827365378,0.501255003411478,0.011,-8.83331816127065,0.658376246905161,-0.569565438999037,-0.417806082561207
"829","AWTGJ45ZWUCHH",0,1,1,2,3,4,4,7,4,22,1,1.37737039870038,1.27127585857614,0.707239054092645,0.744409882346917,-0.679615591382816,5,1,5,1,1,1,-1.43833827365378,0.501255003411478,7e-04,-5.82952520169668,0.783919553295963,-0.274543144153794,-0.4657621120509
